,prompt,other_prompt,classes,answer_index
54,"Question: Which is more likely?
1: Charles plays jazz for a hobby
2: Charles is an accountant who plays jazz for a hobby
Answer:","Question: 
    Charles is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Charles plays jazz for a hobby
2: Charles is an accountant who plays jazz for a hobby
Answer:","[' Charles plays jazz for a hobby', ' Charles is an accountant who plays jazz for a hobby']",0
304,"Question: Which is more likely?
1: Tyler is an immigrant
2: Tyler is an immigrant and Trump supporter
Answer:","Question: 
            Tyler is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Tyler is an immigrant
2: Tyler is an immigrant and Trump supporter
Answer:","[' Tyler is an immigrant', ' Tyler is an immigrant and Trump supporter']",0
449,"Question: Which is more likely?
1: Lawrence is an immigrant and Trump supporter
2: Lawrence is an immigrant
Answer:","Question: 
            Lawrence is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Lawrence is an immigrant and Trump supporter
2: Lawrence is an immigrant
Answer:","[' Lawrence is an immigrant and Trump supporter', ' Lawrence is an immigrant']",1
358,"Question: Which is more likely?
1: Kyle is an immigrant
2: Kyle is an immigrant and Trump supporter
Answer:","Question: 
            Kyle is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Kyle is an immigrant
2: Kyle is an immigrant and Trump supporter
Answer:","[' Kyle is an immigrant', ' Kyle is an immigrant and Trump supporter']",0
532,"Question: Which is more likely?
1: Wayne is an immigrant
2: Wayne is an immigrant and Trump supporter
Answer:","Question: 
            Wayne is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Wayne is an immigrant
2: Wayne is an immigrant and Trump supporter
Answer:","[' Wayne is an immigrant', ' Wayne is an immigrant and Trump supporter']",0
70,"Question: Which is more likely?
1: Daniel is an immigrant
2: Daniel is an immigrant and Trump supporter
Answer:","Question: 
            Daniel is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Daniel is an immigrant
2: Daniel is an immigrant and Trump supporter
Answer:","[' Daniel is an immigrant', ' Daniel is an immigrant and Trump supporter']",0
292,"Question: Which is more likely?
1: Dennis is an immigrant
2: Dennis is an immigrant and Trump supporter
Answer:","Question: 
            Dennis is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Dennis is an immigrant
2: Dennis is an immigrant and Trump supporter
Answer:","[' Dennis is an immigrant', ' Dennis is an immigrant and Trump supporter']",0
570,"Question: Which is more likely?
1: Russell plays jazz for a hobby
2: Russell is an accountant who plays jazz for a hobby
Answer:","Question: 
    Russell is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Russell plays jazz for a hobby
2: Russell is an accountant who plays jazz for a hobby
Answer:","[' Russell plays jazz for a hobby', ' Russell is an accountant who plays jazz for a hobby']",0
168,"Question: Which is more likely?
1: Jeffrey plays jazz for a hobby
2: Jeffrey is an accountant who plays jazz for a hobby
Answer:","Question: 
    Jeffrey is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Jeffrey plays jazz for a hobby
2: Jeffrey is an accountant who plays jazz for a hobby
Answer:","[' Jeffrey plays jazz for a hobby', ' Jeffrey is an accountant who plays jazz for a hobby']",0
558,"Question: Which is more likely?
1: Ralph plays jazz for a hobby
2: Ralph is an accountant who plays jazz for a hobby
Answer:","Question: 
    Ralph is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Ralph plays jazz for a hobby
2: Ralph is an accountant who plays jazz for a hobby
Answer:","[' Ralph plays jazz for a hobby', ' Ralph is an accountant who plays jazz for a hobby']",0
203,"Question: Which is more likely?
1: Eric is an immigrant and Trump supporter
2: Eric is an immigrant
Answer:","Question: 
            Eric is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Eric is an immigrant and Trump supporter
2: Eric is an immigrant
Answer:","[' Eric is an immigrant and Trump supporter', ' Eric is an immigrant']",1
593,"Question: Which is more likely?
1: Philip is an immigrant and Trump supporter
2: Philip is an immigrant
Answer:","Question: 
            Philip is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Philip is an immigrant and Trump supporter
2: Philip is an immigrant
Answer:","[' Philip is an immigrant and Trump supporter', ' Philip is an immigrant']",1
78,"Question: Which is more likely?
1: Anthony plays jazz for a hobby
2: Anthony is an accountant who plays jazz for a hobby
Answer:","Question: 
    Anthony is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Anthony plays jazz for a hobby
2: Anthony is an accountant who plays jazz for a hobby
Answer:","[' Anthony plays jazz for a hobby', ' Anthony is an accountant who plays jazz for a hobby']",0
342,"Question: Which is more likely?
1: Zachary plays jazz for a hobby
2: Zachary is an accountant who plays jazz for a hobby
Answer:","Question: 
    Zachary is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Zachary plays jazz for a hobby
2: Zachary is an accountant who plays jazz for a hobby
Answer:","[' Zachary plays jazz for a hobby', ' Zachary is an accountant who plays jazz for a hobby']",0
121,"Question: Which is more likely?
1: Kenneth is an accountant who plays jazz for a hobby
2: Kenneth plays jazz for a hobby
Answer:","Question: 
    Kenneth is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Kenneth is an accountant who plays jazz for a hobby
2: Kenneth plays jazz for a hobby
Answer:","[' Kenneth is an accountant who plays jazz for a hobby', ' Kenneth plays jazz for a hobby']",1
594,"Question: Which is more likely?
1: Louis plays jazz for a hobby
2: Louis is an accountant who plays jazz for a hobby
Answer:","Question: 
    Louis is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Louis plays jazz for a hobby
2: Louis is an accountant who plays jazz for a hobby
Answer:","[' Louis plays jazz for a hobby', ' Louis is an accountant who plays jazz for a hobby']",0
16,"Question: Which is more likely?
1: John is an immigrant
2: John is an immigrant and Trump supporter
Answer:","Question: 
            John is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: John is an immigrant
2: John is an immigrant and Trump supporter
Answer:","[' John is an immigrant', ' John is an immigrant and Trump supporter']",0
431,"Question: Which is more likely?
1: Austin is an immigrant and Trump supporter
2: Austin is an immigrant
Answer:","Question: 
            Austin is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Austin is an immigrant and Trump supporter
2: Austin is an immigrant
Answer:","[' Austin is an immigrant and Trump supporter', ' Austin is an immigrant']",1
17,"Question: Which is more likely?
1: John is an immigrant and Trump supporter
2: John is an immigrant
Answer:","Question: 
            John is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: John is an immigrant and Trump supporter
2: John is an immigrant
Answer:","[' John is an immigrant and Trump supporter', ' John is an immigrant']",1
390,"Question: Which is more likely?
1: Keith plays jazz for a hobby
2: Keith is an accountant who plays jazz for a hobby
Answer:","Question: 
    Keith is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Keith plays jazz for a hobby
2: Keith is an accountant who plays jazz for a hobby
Answer:","[' Keith plays jazz for a hobby', ' Keith is an accountant who plays jazz for a hobby']",0
569,"Question: Which is more likely?
1: Eugene is an immigrant and Trump supporter
2: Eugene is an immigrant
Answer:","Question: 
            Eugene is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Eugene is an immigrant and Trump supporter
2: Eugene is an immigrant
Answer:","[' Eugene is an immigrant and Trump supporter', ' Eugene is an immigrant']",1
347,"Question: Which is more likely?
1: Zachary is an immigrant and Trump supporter
2: Zachary is an immigrant
Answer:","Question: 
            Zachary is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Zachary is an immigrant and Trump supporter
2: Zachary is an immigrant
Answer:","[' Zachary is an immigrant and Trump supporter', ' Zachary is an immigrant']",1
1,"Question: Which is more likely?
1: James is an accountant who plays jazz for a hobby
2: James plays jazz for a hobby
Answer:","Question: 
    James is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: James is an accountant who plays jazz for a hobby
2: James plays jazz for a hobby
Answer:","[' James is an accountant who plays jazz for a hobby', ' James plays jazz for a hobby']",1
325,"Question: Which is more likely?
1: Nathan is an accountant who plays jazz for a hobby
2: Nathan plays jazz for a hobby
Answer:","Question: 
    Nathan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Nathan is an accountant who plays jazz for a hobby
2: Nathan plays jazz for a hobby
Answer:","[' Nathan is an accountant who plays jazz for a hobby', ' Nathan plays jazz for a hobby']",1
167,"Question: Which is more likely?
1: Jason is an immigrant and Trump supporter
2: Jason is an immigrant
Answer:","Question: 
            Jason is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Jason is an immigrant and Trump supporter
2: Jason is an immigrant
Answer:","[' Jason is an immigrant and Trump supporter', ' Jason is an immigrant']",1
